v2Xpath,cardinalityMin,cardinalityMax,condition,fhirattr,datatypeMap,vocabularyMap,targetDataType,dataType
//CE.1/text(),0,1,,coding.code,,,CodeableConcept,code
//CE.2/text(),0,1,,coding.display,,,,string
//CE.3/text(),0,1,,coding.system,,,,uri
//CE.4/text(),0,1,,coding.code,,,,code
//CE.5/text(),0,1,,coding.display,,,,string
//CE.6/text(),0,1,,coding.system,,,,uri
